loan_word;purist_equivalent
perplex;verbaast,raadeloos
perplexiteydt;verbaastheydt,radeloosheydt
perruque;hayr-tooysel,hayr-kap
persecuteren;vervolgen
persecutie;vervolginge
perseverantie;volherdinge
persevereren;volherden
persisteren;aanhouden
personeel;hooft voor hooft
personen;lieden,luyden
perspective;doorschouwinghe
persuaderen;vroed maken,aanraden,overreeden
persuasie;vroed-makinge,aanradinge,overreedinghe
pertinent;behoorlijck,nae den eysch
perturbatie;beroeringe,verstooringe
perturberen;beroeren,verstooren
pervers;verkeert
pesant;swaar,gewightigh
petard;stormstuck
peter;Doop-heffer
petitie;begeerte,eysch
petulant;dartel,brooddroncken
peupel;volck,gespuys,’t graauw
philosooph;wijs-geerige,wijs-sughtige
philosophie;wijs-geerigheydt,wijsheydt,wijswordinge,wijsheyt-sught
phiole;Fles
phisionomie;gedaant-kunst
phlegbotomie;aderlatinge
phlegma;slijm,fluym
phlegmatijck;slijmigh,fluymigh
physica;natuur-kunde
physique;natuur-kundigh
picant;steeckeligh,scherp,steeckaghtigh
pieteyt;Godtvrughtigheydt
pilaar;Zuijl
pilleren;plonderen
pinas;Spiegel-schip
pinnant;muer-stijl,tusschen-muer
piqueren;steecken,noopen
piraat;Zee-roover
pistool;Sinck-roer,Ry-roer
pituite;slijm,fluym
plainte;klaghte
plaisant;lustigh,vrolijck
plaisier;lust,vrolijckheydt,vreught
planeet;sweef-star
planeren;schaven,effenen,sleghten
plauderen;handt-klappen
plenipotentiaris;volmaghtighe,volmaghtighde
plenipotentie;volmaght
plenitude;volheydt
pleuris;zijd-pijn,zy-sieckte
pleydoy;geding,ding-taal
pluraliteyt;meerderheydt
poëma;gedight
poësie;gedight,dightkonst
poët;Dighter
poliëren;schaven,effenen
poligamic;veel-wijfschap
polijt;net,beschaaft
politie;Burgerschap,Burgerlijcke regeeringe,Burgerstant
politijc;Burgerlijck
polluëren;besmetten
poltron;fielt
pompe;staty,praght
pompeux;praghtigh
pondereren;overwegen
pontificaal;Pauselijck,Priesterlijck
populair;gemeensaam,sleghtaghtigh
populeux;Volckrijck
port;Haven,brengh-loon
porteren;dragen,brengen
portie;deel,gedeelte
portier;deurwaghter
poseren;setten,stellen
positie;stellinge,stant
positijf;gestelt
possederen;besitten
possesseur;besitter
possessie;besit
possessijf;besittende
possessoir;besittelijck
possibel;mogelijck
posteriteyt;nakomelinghschap,afkomste
postulatie;af-eysschinge
postuleren;af-eysschen,eysschen
postuur;stal,gestalte
potage;pot-spijse
potent;maghtigh,vermogend
potentaat;geweldt-heer
potentie;vermogen
practijck;bewerckinghe,handel-greep,uyt-werckinge,onderwind
practiseren;in ’t werck stellen,uytwercken,bewercken,onderwind
practizijn;bewercker,uytwercker
prebende;prove,inkomste
precarie;ter beede
precedent;voorgaande
precederen;voorgaan
precelleren;te boven gaan,uyt-munten,overtreffen
precept;gebodt
precepteur;meester
preceptie;bevel
precijs;juyst,stip
precipice;steylte,steylheydt
precipitatie;over-ylinge,verhaastingc
precipiteren;over-ylen,neerstorten
predecesseur;voorganger,voorsaat
predestinatie;voorschickinge
predestineren;voorschicken
predicant;Leeraer,Wtroeper,Preecker
predicatie;uytroep,leer-reeden,Preecke
predictie;voorsegginge
preëminentie;uyt-stekentheydt,voortreffelijckheydt,uytsteeck
prefatie;voor-reeden
preferentie;voordeel,voordeelinghe,voortreckinge
prefereren;voordeelen,voortrecken,meer-aghten
prefidentie;voorsittinge
prefigeren;voor-bestemmen
prefixie;voor-bestemminge
prejudiceren;beschadigen,vervoordeelen
prejuditie;nadeel,vervoordeelinge
prelaat;Kerck-vooght
prelature;Kerck-vooghdy
prelegateren;voor-uyt-maken
premie;wedde,loon,prijs,vereeringe
premiëren;beloonen,vereeren,begiften
premitteren;voor senden,voor-heen-senden,voor-af-senden
preoccupatie;voor-kominghe,voor-op-neeminge
preparatie;toe-reydinge,voor-bereydinghe,gereedtschap
preparatoir;toe-reydelijck,by voor-raedt
prepareren;toe-reyden,voor-bereyden
preposeren;voor-stellen
prepositie;voorstellinge
prerogatijf;voordeel,voor-reght
presbyter;Ouderlingh
presbyteriaal;Ouderlingschap,Ouderling-aghtigh,Ouderlingh betamelijck
prescientie;voor-wetenschap,voorwetenheydt
prescriberen;voor-schrijven,verjaren
prescriptie;verjaringhe,bevel,voor-schrijvinge
present;tegenwoordigh,geschenck
presentatie;anbiedinge
presenteren;aanbieden
presentie;tegenwoordigheydt
preservatie;behoedinge,verhoedingh,bewaringe
preservatijf;verhoedigh,bewarend
preserveren;behoeden,behouden,beschutten
president;voorsitter
prestantie;overtreffinge
presteren;betoonen,te weegh brengen,vol-voeren,daer doen
presumeren;vermoeden,wanen
presumptie;vermoeden,waan,laatdunckentheydt
presumptueux;verwaant,vermetende,laatdunckend
presupponeren;vast stellen,voor heen bedinghen
presuppositie;vast-stellinghe,voor-bedingh
pretenderen;vereysschen,voorwenden,vorderen
pretentie;vereysschinghe,voorwendinghe,vorderinge
preteriëren;verby-gaen
pretext;dexel,voorwendinge
pretieux;kostelijck,dierbaar
preuve;proeve,bewijs
prevaleren;overtreffen,te boven gaan
prevaricatie;overtredinge,te buyten ganinge,vergrijpinge
prevariceren;te buyten gaan,vergrijpen
preventie;voorkominge
prevoost;zede-straffer,tught-vooght,tught-meester
primaat;Opper-Kerck-vooght
primogeniture;eerst-geborenschap
principaal;voorneemste,voornaamste
prins;Vorst
prisatie;waardeeringe
privaat;afgesondert,bysonder
privatie;ontneeminge,ontbeeringe
privé;bysonder
priveren;ontneemen,ontsetten
privilegie;voor-reght,Hantvest
probabel;bewijslijck,waarschijnlijck
probatie;beproevinghe,bewijsinghe
proberen;beproeven,bewijsen
probleme;leer-beeld,vraagh-stuck
procederen;voort-gaan,voort-varen,dinghen
procedure;voort-ganck,dingh-taal,pleyt-handel
proces;gedingh
processie;ommegangh
proclamatie;uytroep
proclameren;uytroepen
procreatie;teelinge
procreëren;teelen
procuratie;voorsorge,volmaght
procurator;gemaghtighde
procureren;versorgen
procureur;versorgher,Pleyt-versorgher
prodigaliteyt;quistinge
prodige;deur-brenger,quist-goedt
prodigeren;verquisten
prodigieux;wanschapen,wonderbaarlijck
productie;voort-brenginge
profaan;onheyligh,werelts
profaneren;ontheyligen,ontwijen
profereren;uytspreecken,uytten,voortbrenghen
professie;belijdenisse,voorgeevinge
professor;Hooft-leeraar,Opper-leeraar
profijt;baat,voordeel,winst
profiteren;vorderen,winninge doen
profuge;toevlught,voorvlughtigh
profusie;quistinge,verplenginge
progenie;geslaght,afkomste
prognosticatie;voorkenninge,voorduydinghe
prognostiqueren;voorkennen,voorduyden,voorkundigen
progressie;voortgangh
prohiberen;verbieden
prohibitie;verbodt
project;voorwerp,ontwerp
projecteren;voorwerpen,ontwerpen
prolix;wijdloopigh
prologie;voor-reeden
prolongatie;verlenginge
prolongeren;verlengen
promissie;belofte,toe-segginge
promitteren;toeseggen
promotie;bevorderinge,voortsettingh
promoveren;bevorderen,voortsetten
prompt;vaardigh
prononciatie;uytspraack
prononciëren;uyt-spreken
propagatie;voortplantinghe,uytbreydinghe
propheet;Godts Tolck
propheteren;voorsegghen,waarsegghen,Preken
prophetie;voorsegginge
propice;goedtgunstigh,toe-gedaan
propoost;voorneemen,voorhebbinge
proportie;even-reedenheydt
proposeren;proponeren,voorstellen
propositie;voorstel
proscriberen;verbannen
proscriptie;ban,verbanninge
prose;rijmloos,onberijmt
prospereren;welvaren,veroveren
prosperiteyt;voorspoet,welvaart
prosterneren;nederwerpen
protecteur;beschutter,beschermer
protectie;beschut,bescherminge
protest;wederspraack
protestatie;teegenspraack
protesteren;voortuygen,weederspreken
protigeren;beschermen,beschutten
protocol;schrijf-boeck,klad-boeck,schrijf-rol
protocolleren;te boeck stellen
proverbe;spreeckwoord
provident;voorsienigh
providentie;voorsienigheydt,voorsieninge
provideren;voorsien
provisie;voorsieninge,voorraat
provisioneel;by voor-raadt
provocatie;uytdaginge,porringe
provoqueren;uytdagen,porren
proye;buyt,roof
prudent;voorsightigh
prudentie;voorsightigheydt
publicatie;afkondigingh
publiceren;afkondigen,af-leesen
publijck;openbaar,’t gemeen-eyghen,ghemeyntlijck,werelt-kundigh
pudijck;schaamtelijck,schaamaghtigh,eerbaar
puëril;kinderaghtigh
pulveriseren;vermorselen,stof maken
punctuaal;geschicktelijck
punctuëren;afteykenen,afstippen
punitie;straf
pupil;Wees
pupillariteyt;onmondigheydt
purgatie;suyveringe,losingh
purgeren;suyveren,losen
purificatie;reyn-makinghe
puritein;suyver,suyver geest
puriteyt;suyverheydt
putatijf;aghtender wijs,vermeyntlijck
putrefactie;verrottinge
quadraat;vierkant
qualificeren;hoedanigh maken
qualiteyt;hoedanigheydt
quantiteyt;grootheyt,menighvuldigheyt,menighte
quartier;vierendeel,een wijck
quatertemper;viergety
querelle;krackeel
querelleren;krackeelen
querelleux;krackeeligh,twistigh
quereren;beklagen,klagen
questeren;versoecken,opsoecken
questie;geschil,vraaghstuck
questioneren;ondervragen
quiësceren;berusten,rusten
quiëtude;gerustheydt
quitantie;quijtinge,quijt-brief,quijtscheldinge
quiteren;quijten,verlaten,ontslaen
quote;aandeel
quoteren;anteyckenen
quotisatie;schattinge
quotiseren;schatten,andeel-eysschen
raar;selden
rabat;afkortinge,afslagh
rabatteren;afkorten,afslaen
race;herkomst,wortel
racine;wortel
raconteren;vertellen
radicaal;worteligh,ghewortelt,oorspronckelijck
radiceren;wortelen
raffineren;suyveren
raillerie;geckerny,boert
ramasseren;vergaderen
rampart;wal
rantsoen;verlossinge,versoening
rapiamus;mengelmoes
raport;anbrenginge,overdraght
raporteren;aanbrengen,overdragen
rappel;herroep,wederroepinge
rariteyt;seldsaamheydt
raseren;vernielen
rate;behoorte
ratificatie;bekraghtigingh
ratificeren;bekraghtigen
rationaal;reedelijck
ravalleren;slincken,sacken
ravelijn;bolwerck
rayeren;uytschrabben,uytdoen
reaal;Realijck,Koninghlijck,gulhertigh
reauditie;wederhooringe
rebelleren;wederspannig zijn,tegen-spannen,muyten
rebellie;wederspannigheyd,muytery
rebours;avereghts,verkeert
recapitulatie;hooft-deelinge,wederhalinge der hooft-stucken,vertellinge
recapituleren;hooft-deelen,wederhalen de hooft-stucken
recepisse;ontfangh,ontfangh-ceel,quijt-brief
recept;Recipe,ontfanginge,inneeminge
recerche;ondersoeck
reces;afscheydt,uytstel
recesseren;een saack in rechte voordragen
recidive;wedervallende,weer-instortende
recificeren;louteren,reght-maken
reciproque;wederzijdts,onderlinge
recisie;afsnijdinge,opsegginge
reciteren;verhalen,opleesen,opsegghen
reclamatie;teegenroep,wederspraack
reclameren;teegen-roepen,weder-spreken
reclinatie;afbuyginghe,afwijckinghe,nederlegginge
reclineren;afbuyghen,afwijcken,neder-buygen
recogneren;Recognosceren,erkennen
recognitie;erkentenis
recolement;overhooringe
recoleren;overhooren
recollatie;weder-vergelijckinge
recommandabel;prijselijck,anprijselijck
recommandatie;anbeveelinge,aanprijsinge,voorschrijvinge
recommanderen;anbeveelen,aanprijsen
recompenseren;vergelden
reconciliatie;versoeningh
reconciliëren;versoenen
reconventie;weeder-eysschinge,weder-anspraack
recordatie;herdenckinge
recorderen;herdencken,geheugen
recouvrement;veroveringe,weer-krijging
recouvreren;veroveren,weeder-krijgen
recreantie;weeder-vertrouwinge,toe-vertrouwinghe
recreatie;vermaack
recredentie;toe-vertrouwingh
rectoor;School-vooght
recueil;verzaam,kort verhaal
reculeren;aarselen
recuperatie;veroveringhe,weeder-krijginghe
recupereren;veroveren,weeder-krijghen
recusant;onwilligh,weygerende
recusatie;weygeringe
recuseren;weygeren
redemptie;verlossinge,vrykoop
redevabel;schuldigh,schuldbaar
redigeren;maken,stellen,schicken,daar toe brengen
redijt;hersegginge,weersegginge
redimeren;verlossen,vry koopen
redonderen;overvloeyen,hervloeyen,te rugge vloeyen
redonneren;weder-geven
redoubleren;verdubbelen
redres;herstellinge
redresseren;herstellen,herschicken
reduceren;weederleyden,te recht brengen,herbrengcn
reductie;herbrenginghe
reël;dadelijck,werckelijck,waarlijck
refectie;voedinge
refereren;verhalen,by-brenghen,aanghedragen
reflecteren;verbuygen,ombuygen
reflexie;verbuyginge,weerslagh
reformatie;hervorminghe
reformeren;hervormen,suyveren
refrescheren;vervarsschen
refuge;toe-vlught
refuseren;weygeren
refutatie;wederlegh
refuteren;wederleggen
regent;bestierder,vooght
regime;Regiment,beheerschinge
register;Tafel,rol
registreren;opschrijven
reglement;schickinge
regneren;heerschen
regres;verhaal
regretteren;leedt dragen,rouw hebben
reguleren;schicken
reine;Coninginne
reine mere;Coninginne Moeder
rejecteren;verwerpen
rejectie;verwerpinge
relaas;verhaal
relateren;vertellen,verhalen
relatie;vertellinghe,verhaal,onderlinghe opsight
relaxatie;lossinge,ontslagingh
relaxeren;lossen,ontslaan
releveren;op-heffen,op-beuren,verheffen,ontheffen
relief;opheve,opheffinge
reliëvement;ontheffinge
religie;Godtsdienst
religieux;Godtsdienstigh
reliqua;overblijfsel,overschot
reliquen;overblijfselen
remarqueren;aanmercken
rembourseren;weer uyt-geven,weer betalen,verschieten
remedie;help-middel,heel-middel
remediëren;heelen,geneesen
rememoriëren;herdencken,weder-verhalen,erinneren
remisse;oversettinge,overmakinghe
remissie;vergiffenis
remitteren;oversetten,overmaken
remonstrantie;vertoogh
remonstreren;vertoonen
remors;knaginge,wroeginghe
removeren;weeren,afwenden
remuëren;verroeren,beweegen,roeren
rencontreren;ontmoeten,bejeegenen
renfort;versterckinge
renommeren;vermaart maken,vermaren
renonceren;ontseggen,opseggen
renonciatie;ontsegginge,opsegginge
renoveren;vernieuwen
renversaal-brieven;weder-brieven,onkragtingh-brieven
renverseren;verkeeren
renvoy;versendingh,wedersendingh
renvoyeren;versenden,wedersenden
reparatie;vermakinge,vergoedinge
repareren;vermaken,vergoeden
repelleren;verdrijven,te rugge drijven
repeteren;herhalen
repetitie;herhalinge
repliceren;wederseggen,weder-antwoorden
replijcq;wedersegginge,weder-antwoord,verantwoordingh
reposeren;rusten,verposen
reprehenderen;berispen
reprehensibel;berispelijck
reprehensie;berispinge
represallie;weder-neemingh
representatie;vertooninghe,plaats-vullinghe
representeren;vertoonen,plaats-vullen
reprimende;bedwangh,bestraffingh
reprimeren;verdrucken,bedwingen
reprinse;hervattinge
repriseren;herschatten
reproche;berispinge,wreeckinge
reprocheren;wraken,berispen
reprouveren;reproberen,wraken
republijcque;ghemeen-best,Ghemeynten-Staat
repudiatie;verlatinge
repudiëren;verstooten,verlaten
repugneren;bevechten,teegenstrijden
repulsie;verdrijvinge,afweeringe
reputabel;aghtbaar
reputatie;aghtinge,aghtbaarheydt
reputeren;aghten
request;versoeck,versoeck-schrift
requesteren;versoecken
requirant;eysscher
requireren;versoecken,eysschen
requisitie;versoeck
requisitorien;versoeck-brieven
reserveren;behouden,voor-behouden
resident;verblijver,plaats-houder
residentie;verblijf,verhoudinge,sittinge
resideren;verblijven,verhouden,sitten
resignatie;overwijsinghe,vertightinge
resigneren;overwijsen,vertighten
resistentie;weederstandt,teegenstandt
resisteren;weederstaan,teegenstaan
resolut;onbeteutert
resolutie;voorneeminghe,opset,besluyt
resolutien;besluyten
resolveren;voorneemen,besluyten
resonnantie;klanck
resort;besteck,kavelingh
resorteren;gehooren
respect;ontsagh,ghesagh,aansien,opsight
respecteren;eer-bieden,ontsien
respijt;uytstel
responderen;antwoorden
responsabel;verantwoordelijck
response;antwoorde
restabiliëren;weder-opreghten
restablissement;weder-opreghtinge
restauratie;opreghtinghe,weeder-opreghtinghe
restaureren;opreghten,weeder-opreghten
reste;overblijfsel,overschot
resteren;overblijven,overschieten
restituëren;herstellen,weeder-geeven
restitutie;herstellinge,weeder-gevinge
restoir;overschot,overblijfsel,vergoedinge
restrictie;vervangh,inbindinge
restrictien;in-banden
resultatie;weerspringinge,opsprongh,opstandt
resulteren;weerspringen,opspringen,ontstaan,ontspringen
resumeren;herhalen,hervatten
resumtie;herhalinge,hervattinge
resurrectie;verrijsenisse
resusciteren;verwecken
retardement;vertoevinge,ophoudinge
retarderen;vertoeven,ophouden,verachteren
retentie;onthoudinge
retineren;onthouden,behouden
retireren;aerselen,vertrecken
retorqueren;verdraayen,verkeeren,te rugghe drijven
retorsie;verdraayinge,te rugh drijvingh
retour;weerkeer,keer
retourneren;weerkeeren,keeren,
retracteren;herroepen,herdoen
retraict;vertreck,wijck
retrenchement;besnijdingh,afsnijdingh
retrencheren;afsnijden,besnoeyen
reumatijcq;koutvoghtigh
revelatie;openbaringe
reveleren;openbaren
revenge;wraacke
revengeren;wreken
revenuen;inkomsten
reverentie;eerbiedinge
revisie;hersieninge
revocatie;herroepinghe
revolte;oploop,afval
revolteren;afvallen,omwenden,omkeeren
revolutie;ontwindinghe,omwentelinghe,omloop
revolveren;ontwinden,omwenden,om-loopen
revoqueren;revoceren,herroepen
ridicule;ridiculeux,belaghgelijck
rigeur;strafheydt,strengheydt
rigoureux;strengh
riole;Goot,Verlaat
roboratie;sterckinge
roboreren;stercken
robust;sterck
route;verstroyinge
rubrijck;afteyckeninge
rude;hardt,rouw
rudiment;begin-lesse,ontwerp,schets
ruijne;vernielinge,neederstortinge
ruijneren;vernielen,nederslaan,te gronde werpen
ruijneux;bouvalligh
rumoer;gerught
rupture;breuck
ruse;loosheydt,list
rustijck;boersch
saccageren;plonderen,rooven
sacrament;heyl-teycken
sacreren;Heyligen,wijen
sacrifitie;toe-heyligingh,heyligingh,offerhande
sacrilegie;Kerck-roof
sacristi;Heylighdom
saisine;genietinge,besit
salariëren;besoldigen,loonen
salaris;wedde,loon,besoldinge
saluëren;begroeten
salut;heyl,saligheyt,groetenis
salutair;heylsaam
salutatie;begroetinghe,heyl-wenschinghe
salvatie;bewaringe,beschut
salveconduit;vry-geley-ceel
sanguijn;bloedigh,bloedt-rijck
sapientie;wijsheydt
sapperen;ondergraven
satisfactie;voldoeninge
saufconduit;vry-geley
sauvegarde;bescherminghe,beschuttinghe
saysoen;gety
scabel;banck
scabreux;rouw,ruygh,schrabbigh
scandaal;aanstoot,ergernis
scandaleux;ergerlijck,aanstootelijck
scandaliseren;ergheren,aenstoot gheeven
scarificatie;schervinge
scarifiëren;scherven
scedule;handt-schrift,ceel
scelereux;schelmaghtigh
scene;Tooneel
scepter;Konincx staf
scholastijcq;schools
sciatica;heup-gight
scisma;tweespalt,scheuringe
scismatijcq;scheurmaker,scheursughtigh
scorpioen;Slangh
scortatie;hoereeringe
scorteren;hoereeren
scrupule;anghst,ghewight oft steentje van twintigh greynen
scrupuleux;angstigh,aghterkousigh
scrutatie;nasoeckinge,doorgrondinge
scruteren;doorsnuffelen,nasoecken,doorgronden
scurriliteyt;rabauwery
secluderen;afsluyten,uytsluyten
seclusie;afsluytinge,uytsluytinge
seconde;tweede
seconderen;bystaan,ondervangen
secours;bystant,hulpe
secreet;geheym
secretaris;Raadt-schrijver,gheheym-schrijver,schrift-heer
sectaris;anhanger
secte;anhang
seculier;wereltlijck
securiteyt;veyligheydt
seditie;oproer
seditieux;oproerigh
seigneur;Heere
seigneurie;Heerschappy
semblant;schijn
seminarium;Planthof,quekerye
senateur;Raadtsheer
sensibel;gevoeligh
sententie;vonnis,oordeel,’t gewijsde
sententiëren;vonnissen,oordeel-vellen
sententieux;zin-rijck
separatie;scheydinge
separeren;scheyden
september;Herfstmaandt
sepulchre;graf
sepulture;begraffenis,graf
sequestratie;bylegginghe,over-gift,in bewaar-stellinge
sequestreren;over geven,in bewaringh stellen
sereniteyt;helderheydt
sergeant;bediener,Reghts-bode
serieux;ernstigh
sermoen;Leer-reeden
serpent;Slangh
servateur;behoeder,behouder
serviteur;dienaar
servituyt;dienstbaarheydt
seureteyt;veyligheydt
severiteyt;hardigheydt,strengheydt
sexe;soorte,geslaght,kunne,hy oft sy
signaal;teycken
signature;teyckeningh
significant;duydelijck
signifiëren;beteyckenen
silentie;stilswijgingh
simpel;enckel,eenvoudigh,sleght
simpliciteyt;eenvoudigheyt,sleghtigheyt
simulatie;veynsinge,bewimpelingh
simuleren;veynsen,bewimpelen
sinceer;opreght
sinceriteyt;opreghtigheydt
singulariteyt;bysonderheydt
singulier;bysonder
sinister;slincks
situatie;standt,gelegentheydt
slempen;slampampen
sober;nughteren,suynigh,spaarsaam
sobriëteyt;nughterheydt
sociaal;geselschappigh
sociëteyt;geselschap,maatschap
solaas;troost
solemneel;feestelijck
solemniseren;vieren,Feest vieren,Hooghtijdt houden
solemniteyt;Hooghtijdt,Hooghtijdt-vieringe,Feest
solicitatie;beneerstigingh,versoeck
soliciteren;beneerstigen,versoecken
solide;louter,heght,hard,vast
soliditeyt;louterheydt,vastigheydt
solitair;eensaam
solstitie;Sonne-standt
solutie;"op;lossinge,lossinge"
solvent;betaalbaar
solveren;op-lossen,lossen,betalen
sombre;beschaduwt,bedeckt,treuraghtig
sommarie;inhoudt
sommatie;op-eysschinge,optelling
sommeren;af-eysschen,af-vorderen,uyt-eysschen,op-eysschen,op-tellen
somtueusiteyt;kostelijckheydt
somtueux;kostelijck
sonderen;gronden,peylen
sonnet;klinck-dight
sophist;mugghesifter,neuswijse,bet-weeter
sophistiseren;muggesiften,bet-weeten
sorteren;uytsonderen
soulagement;troost
soulageren;vertroosten
souverain;Opperhooft,Opperste
souverainiteyt;Opper-maght,Opper-hoofdigheydt
spargeren;verspreyden
spasme;kramp
spatie;wijde
spatieux;ruym,wijd
speciaal;sonderlingh,bysonder
specialijck;insonderheydt,bysonderlijck
specialiteyt;bysonderheydt
specie;gedaante,soorte
specieux;sonderlijck,sonderlingh
specificatie;sonderinge,benoeminge
specifiëren;specificeren,sonderen
spectakel;Schou-spel
spectateur;anschouwer
specteren;anschouwen
speculatie;opmerckinge,bespeuringhe,bespiedinge
speculatijf;opmerckend
speculeren;besinnen,bespeuren,bespieden
spelonck;aard-kuyl
sphere;kloot,kogel
spineux;doornaghtigh,steeckelaghtigh
spirituël;geestelijck
splenderen;glinsteren
splendeur;klaarheydt,glans
splenitijck;mildtsughtigh
spoliatie;beroovinge,plonderingh
spoliëren;berooven,plonderen
spongieux;schuymaghtigh
statuë;beeldt,stock-beeldt
statuëren;instellen,vast setten
stature;lijfs groote,lijf-stal
statuyten;instellingen
steriliteyt;onvrughtbaarheyt
stimulatie;aanporringhen
stipulatie;toesegginge
stipuleren;toeseggen
stratagema;arghlistigheydt
structure;timmeringe,gebouw
studie;leer-oeffeningh
studieux;naarstigh,vlijtigh,leersughtigh
stupiditeyt;plompigheydt
suasie;anradinge
subijt;snel,terstondt,geswind
subject;onderwerp,onderworpen,grondt-saack
subjiciëren;onderwerpen
subjungeren;onderwerpen
sublimeren;verheffen
submissie;onderstellinge,verblijf
submitteren;onderstellen,verblijven
subordoneren;onderschicken
suborneren;besteeken,uyt-maken
subrideren;meesmuylen
subrogeren;in de plaats van een ander stellen
subsidie;onderstant
subsigneren;onderteyckenen
subsisteren;bystaan,onderstandt doen
substantie;weesentlijckheydt,selfstandigheydt
substantieux;bondigh,selfstandigh,eygen-kraghtigh
substituëren;inde plaats stellen,onderstellen,erf-stellen
substitutie;in de plaats stellinge,onderstellinge,erf-makinge
substituyt;inde plaets gestelde,ondergestelde
substractie;aftreckinge
substraheren;aftrecken
subtijl;spitsvindigh,scharpsinnigh,fijn
subtiliseren;hairkloven
subtiliteyt;spitsvindigheydt
subventie;onderstant
subversie;omkeeringe
succederen;involgen,naevolgen
succes;Successie,involginge,navolgingh
succincte;beknopt
succumberen;onderliggen
suffisant;genoeghsaam
suffocatie;verstickinge
suggestie;ingeevinge
superabondant;overvloedigh
superabondantie;overvloedt
superb;hooghmoedigh,trots
superbiteyt;hooghmoedigheydt,trotsheyt
superficie;Opper-vlack
superflu;overvloedigh,overtolligh
superintendent;Opper-vooght
superioriteyt;Overheydt
superscriptie;opschrift
supersederen;af-laten,nae-laten
superstitie;overstalligheydt,by-geloof
superstitieux;overstalligh,by-geloovig
supplement;vullinge
supplicatie;smeeckinge,smeeck-schrift
supplice;straffe,lijf-straffe
suppliceren;Suppliëren,smeeken,te voet vallen
suppliëren;vullen
suppoost;ondergestelde
supportabel;verdragelijck
supporteren;verdragen,onderstutten
supposeren;ondersteecken,onderstellen,uyt maken,toe-stellen,verzieren
suppositie;uytmakinge,toestellinge,onderstellinge
suppressie;verdruckinghe,onderdruckinghe
supprimeren;verdrucken,onderdrucken,t’onderhouden
supputatie;overtellinge
surabondant;overvloeyende,overvloedigh
surabondantie;overvloedigheydt
surabonderen;overvloeyen,overigh zijn
surmonteren;te boven gaan,overtreffen
surrogatie;inde plaats stellinge
surrogeren;inde plaats stellen
sursaut;bespringinge
surseance;schorssinge,op-schortinge
survivantie;overleevinge
susceptibel;vatbaar
susciteren;opwecken
suspect;verdaght
suspecteren;verdencken,nae-dencken,aghterdencken
suspenderen;opschorten,afstellen
suspensie;opschortinge,schorssinge
suspitie;aghterdoght,arghwaan,nadencken
sustentatie;onderhoudt
sustineren;onderhouden,ophouden,staande houden,drijven
sustinue;staande-houdinge,drijvinge
syllabe;woord-greep
syllogismus;sluyt-reeden
symbole;waar-teycken
sympatie;meewaardigheydt,toeneyginge,gelijcke neyginge
synagoge;School,vergaar-plaatse
synode;Kercken-Landt-raadt
tabernakel;Tente,Hut
tangibel;gevoelijck,tastbaar
tapijt;pel
tarderen;vertoeven,beyden
tardijf;traagh
taverne;Herberge
tavernier;Waart
taxatie;schattinge,waardeeringe
taxeren;schatten,waardeeren
teinture;verwinge
temerair;reuckeloos,stout,vermeeten
tempeest;onweer,storm
tempel;Kerck
temperantie;matigheydt
temperature;matigingh
temporeel;tijdelijck
temptatie;quellinghe
tempteren;quellen
tenderen;strecken
teneur;inhoudt
tentatie;beproevinge,versoeckinge,bekoringe
tenteren;beproeven,versoecken,bekoren
termijn;bepalinge,paal-teecken
terminatie;eynde,uyt-eynde
termineren;eyndigen,bepalen
territoria;Landtpalen
testament;uytterste wille
testateur;uytterste wil maker
testatrice;uytterste wil maackster
testeren;erf maken,betuygen
testificatie;betuyginge
theatre;Schouwburgh,Tooneel
theologie;Godt-geleertheydt
theologus;Godtgeleerde,Schrift-geleerde
theorema;werck-stuck
thresoor;schat
thresorier;ontfangher,schat-meester,penningh-meester
tincture;verwinge
titule;Opschrift,by-naam,Van
tituleren;by-noemen,op-schrijven
tolerantie;verdraaghsaamheydt
tolereren;verdraghen
tombe;Graf
tome;Boeck-deel
torment;pijn
tormenteren;pijnigen
torqueren;wenden,draayen,keeren,wringhen
torture;pijninge
tortureren;pijnigen
totaal;geheel
tractaat;handelinge
tractabel;handelbaar,reckelijck
tracteren;handelen
traditie;overleeveringe
traduceren;oversetten,over-halen,bekladden
traductie;oversettinge
trafijcq;koophandel
tragedie;treur-spel
traineren;sleepen
traiter;verrader
tranquilliteyt;stilligheydt,gerustheydt
transactie;overgeevinghe,af-handelinghe,daadinge
transformatie;gedaant-veranderinge,vervorminghe
transformeren;ghedaant-veranderen,vervormen
transiëren;overgaan
translateren;oversetten,overdragen
translatie;oversettinge,overdracht
transmigreren;verhuysen
transmitteren;versenden
transmuteren;verwisselen
transport;overdraght
transporteren;overdragen,overleeveren
travailleren;arbeyden,quellen,moeyten aandoen
travers;dwars,kruys-weeghs
traverseren;kruyssen,dwerssen,drijven
trenchee;loop-grave
triangel;drie-hoeck
tribulatie;verdriet,ghequel,weederwaardigheydt
tribuyt;tol,schattinge,oplage
tripaneren;doorboren
triste;treurigh
triumphe;zeege-praal,intreede
tropheen;zeege-teyckenen
trotteren;draven
troubleren;beroeren
troup;kudde,hoop
tumult;oproer
tumultueux;oproerigh
turbatie;beroeringe
turbe;bende,meenighte
turberen;beroeren
turbulent;onstuymigh
turpe;leelijck,oneerlijck
tutele;vooghdy,momberschap
tuteur;vooght,momber
